file_name,length_samples,zero_crossings_rate_mean,zero_crossings_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,spectral_centroid_mean,spectral_centroid_var,rolloff_mean,rolloff_var,spectral_bandwidth_mean,spectral_bandwidth_var,chroma_mean,chroma_var,rms_mean,rms_var,mfcc_mean_1,mfcc_var_1,mfcc_mean_2,mfcc_var_2,mfcc_mean_3,mfcc_var_3,mfcc_mean_4,mfcc_var_4,mfcc_mean_5,mfcc_var_5,mfcc_mean_6,mfcc_var_6,mfcc_mean_7,mfcc_var_7,mfcc_mean_8,mfcc_var_8,mfcc_mean_9,mfcc_var_9,mfcc_mean_10,mfcc_var_10,mfcc_mean_11,mfcc_var_11,mfcc_mean_12,mfcc_var_12,mfcc_mean_13,mfcc_var_13,mfcc_mean_14,mfcc_var_14,mfcc_mean_15,mfcc_var_15,mfcc_mean_16,mfcc_var_16,mfcc_mean_17,mfcc_var_17,mfcc_mean_18,mfcc_var_18,mfcc_mean_19,mfcc_var_19,mfcc_mean_20,mfcc_var_20
blues.00010.wav,661794,0.06304076495102706,0.05906662690541641,-0.00010893139,0.021771148,8.626509e-05,0.0039730677,161.4990234375,1410.0234234402612,205639.1702644265,2765.967419971723,1427723.4149127428,1512.3046546623298,145026.0608523728,0.30140302,0.09556658,0.14278811,0.009196652,-173.81046,8143.062,137.17355,1082.654,-23.723028,1028.9459,26.979673,495.41827,-16.675209,289.7898,4.1947274,160.0762,-12.571786,150.51717,5.851667,82.44498,-2.876949,108.5882,-1.1783822,65.64736,-1.9682394,55.532143,1.8011789,57.92027,-3.00695,93.64786,-1.8669496,40.12515,-0.7912433,49.736404,-3.0062358,62.993614,-0.43072963,57.057255,-1.9965144,55.609657,-0.75010425,47.18006,-5.0069656,46.476055
blues.00011.wav,661794,0.0439834752203858,0.04204892912792349,4.6168802e-06,0.005014702,-1.1477754e-05,0.0006338636,161.4990234375,1352.7427097237658,511953.3552514424,2880.9110920279873,2932944.116679484,1756.8820971332516,220316.5830241935,0.36648166,0.100158595,0.06570574,0.002499327,-287.9319,5931.3467,124.010765,994.99554,5.4674478,302.0755,33.66307,344.49414,1.0916541,441.21622,14.703699,235.38486,-4.8811417,149.53206,8.668892,189.32147,0.7843314,148.67032,6.57608,114.22455,-4.8758154,93.7772,-3.1767612,84.19608,-5.538258,65.792854,-6.779148,60.83885,-2.6465132,55.49734,-2.9903204,54.537933,-3.3829944,39.835857,-1.8589838,46.825733,1.839186,37.05892,-4.891355,28.130308
blues.00012.wav,661794,0.06918769284701887,0.06440075600552544,-4.3009422e-06,0.012532266,-5.9361257e-05,0.0026331192,184.5703125,1360.6856016703396,257080.63352218433,2738.8302548578886,953044.8055650127,1567.2994690310572,44995.60377714697,0.258249,0.08946364,0.11898961,0.0040553254,-207.2383,4575.776,132.82741,666.0228,-15.45408,935.23145,60.980972,330.53262,0.7190263,313.94824,12.4613285,101.10465,1.1633853,107.933075,-1.5329198,111.63531,-17.89585,96.37597,8.360363,94.811386,-2.4596505,139.65952,-0.58463925,92.74428,0.37226447,86.13248,2.5984128,53.735428,-5.186428,45.905807,-9.53031,69.25321,-9.2374735,63.564034,-2.8471038,68.84711,-1.4193835,112.57434,-5.9333534,91.46057
blues.00013.wav,661794,0.05147523247415359,0.04882553291588541,-5.632166e-06,0.012679606,-6.0357375e-05,0.0016058078,107.666015625,1324.5278252945684,171556.8839997734,2711.4849187935033,1076354.55766458,1827.850131696539,78336.96976953468,0.2696264,0.09230306,0.113129914,0.00419274,-209.80392,1968.6526,124.46476,541.9335,10.309394,662.1497,47.016357,148.4147,6.478227,101.90166,15.41512,146.17114,-2.0159416,69.432434,6.726218,76.019615,-21.543222,96.41771,10.720835,95.860405,-5.5328465,90.6517,-2.1957276,59.19819,-3.0491858,52.31441,8.643512,71.75554,-0.307013,68.603455,-0.63291776,88.57952,-2.933559,97.390205,-1.7062988,104.24756,-1.7673151,88.82407,-7.755139,113.8358
blues.00014.wav,661794,0.04510164794482875,0.04306748929748947,-0.000112428286,0.004727469,-0.0002012821,0.001199845,151.99908088235293,1171.9674319304547,147268.45652150072,2344.9874700913574,877107.628571067,1705.3701299892873,96499.73883417304,0.33493486,0.10516172,0.066998236,0.0027116747,-305.66437,8192.634,113.07102,682.14856,12.107334,1462.7546,45.052197,224.56734,17.734386,248.84837,14.590071,154.57202,4.147996,157.61455,0.22631137,166.8956,-7.021587,97.58989,13.646477,76.79964,8.91421,90.02956,1.3037988,62.693886,5.954979,64.3177,8.547473,76.00693,1.1196221,137.01825,0.5982413,67.728806,0.06084261,96.595726,-3.7137508,65.659485,-0.9935343,89.37376,-1.8043829,113.50517
blues.00015.wav,661794,0.06378570975258162,0.05971709298394105,-1.273036e-05,0.0047250134,-9.065944e-05,0.0023355319,103.359375,1420.438571434397,199934.3827322705,2930.239280470563,699900.4201592532,1731.176852967896,81312.15274014552,0.26993486,0.09484521,0.0806058,0.0028306316,-238.51962,4379.6255,120.10219,728.1788,-4.221948,978.79614,42.294594,383.1859,5.9238214,298.72183,13.911398,117.38614,5.350524,119.63875,1.8952672,143.8792,-16.92809,89.818855,12.343145,76.232765,3.9388995,81.61115,-1.3966829,60.90996,0.013027749,60.566597,3.585257,89.513954,-4.500639,101.89453,-5.5398455,77.415665,-6.8845096,93.56861,-4.8245544,65.70046,1.7439977,78.28548,-1.8783106,131.15253
blues.00016.wav,661794,0.06143301389858476,0.05765899870192104,-2.516833e-05,0.004506647,-0.000106953565,0.00241709,198.76802884615384,1455.0726339659166,152296.79006878423,3010.010388721723,1010269.4971195218,1826.0433384174999,116760.58268749816,0.2945665,0.099329405,0.081422575,0.0026397062,-233.77281,4958.6343,120.66434,561.7591,-3.1640925,1207.2642,39.514828,396.82443,3.8315237,284.47855,18.828156,156.3235,-3.678738,100.44713,4.4254684,111.51865,-14.964929,101.528305,17.571478,102.22183,1.8461251,108.56196,2.5500884,66.5328,-1.230239,65.06261,8.437056,64.94195,-0.20024769,59.23103,-3.8908293,78.07675,-4.4561353,82.96057,0.011000702,86.014114,1.294804,83.56266,-2.0984619,100.81558
blues.00017.wav,661794,0.048392702260824365,0.046050848628719575,-1.160292e-05,0.0067799124,-7.695272e-05,0.0015226189,172.265625,1089.0053435041514,231672.8914171367,2135.41761075261,1081577.235108431,1411.0016368511908,69763.92700215384,0.31716084,0.0974431,0.09327623,0.0021507663,-245.68724,5196.257,140.48125,800.1619,-2.7912185,795.8256,60.404514,360.887,18.903513,235.44035,9.828394,99.824234,3.563824,118.55097,0.52286255,93.30116,-16.378489,129.11522,6.6293526,105.23015,7.2584243,96.817184,-4.021235,71.328354,1.6011252,72.963554,5.8965745,78.655426,-3.0172145,56.011353,-4.775693,58.363327,-3.0362885,65.715126,-1.9979147,64.9101,-0.04957177,62.9335,-3.9618294,64.81745
blues.00018.wav,661794,0.05621235611081394,0.05305252713128496,-3.9088965e-05,0.0069280425,-0.00019731458,0.0010559136,83.35433467741936,1537.4913865266892,193154.17274008313,3495.331815998405,1828303.2046714216,2053.965411394372,145508.38957379918,0.27076405,0.098026074,0.07967066,0.0029557564,-252.48178,2874.1829,104.94516,604.05975,15.296445,661.94025,42.68784,162.72171,6.770452,92.87257,21.611765,117.26866,-1.3111783,73.47131,5.681745,100.52636,-16.636873,125.60383,12.16935,123.66207,-1.9619533,52.164986,1.9602653,64.75909,-0.89822775,48.760345,7.7623606,71.51196,2.3758621,102.00459,1.7791142,93.04837,1.3305403,132.01836,3.6150513,182.26514,4.9065995,151.66873,-2.6610513,96.47257
blues.00019.wav,661794,0.058973033904810256,0.05549521517687237,-2.6448697e-05,0.006597353,-0.0001650592,0.002579453,123.046875,1195.4981309471507,249540.78288138905,2235.6144526718385,1207900.6401911664,1481.0226384301282,46878.311811810076,0.26621267,0.10126484,0.09761591,0.0025772466,-236.67947,5576.6396,138.4056,536.28436,-4.9304795,1166.9213,47.6545,311.2415,5.1578503,466.2876,8.887806,91.67842,0.4874058,98.060455,-3.788342,159.00235,-14.984867,77.34831,10.428946,104.50035,-0.3413841,134.52066,0.7833588,80.4702,1.7809838,77.91053,4.22956,73.61766,-0.47476926,63.299763,-6.104543,80.723236,-5.394643,95.50786,-1.3449991,92.612816,-3.725463,72.52175,-4.37371,66.93199
blues.00020.wav,661794,0.05268104576348531,0.04990575318075086,-5.471564e-06,0.0045763054,-9.0178604e-05,0.0014828884,135.99917763157896,1390.3828142454292,103083.25083197607,3006.1467358794953,945931.9719751858,1911.218377821177,88690.56843978395,0.30788377,0.09493476,0.07542555,0.002492628,-230.36378,2989.1602,127.07773,397.76837,7.114696,600.3924,39.767056,176.0069,1.9217218,116.42421,17.410606,100.17704,-5.626918,79.68089,8.2406645,69.49092,-18.116041,60.15173,13.844725,72.71004,-3.7571108,71.56751,2.579849,74.58947,-4.3167143,62.589,6.797995,62.125072,-6.1670146,60.68846,-6.2006335,49.88816,-4.5018964,52.91843,-1.8255954,73.46966,-0.51591,94.82005,1.5071841,73.84815
blues.00021.wav,661794,0.04795298839215829,0.045653499296419826,-8.446431e-06,0.00832287,-7.4095784e-05,0.0022113537,99.38401442307692,1046.7751266104485,291445.5027224992,1831.2215641313805,1348269.1287348608,1481.0558466484933,70296.72485814257,0.3283895,0.104104176,0.1010843,0.0032309708,-264.67126,6340.7188,138.85434,1001.429,11.167329,1283.5443,48.523926,371.25842,14.904312,248.14607,20.586437,130.0128,3.2061763,119.96546,1.2635795,104.41091,-15.839374,95.3959,15.975112,85.30514,3.358218,79.1454,-1.506641,71.932945,1.8969209,70.0342,6.3134995,68.5041,-0.99598384,82.13329,-2.4147837,89.515236,-3.6791573,93.94478,0.49927172,119.202965,5.0440598,117.73886,-0.7863168,148.49115
blues.00022.wav,661794,0.05862700477792183,0.055189879088691364,-1.2108367e-05,0.0098439315,-5.5320535e-05,0.0031951978,95.703125,1155.869256708858,314152.74394255487,2169.63258818518,1331329.4290102238,1497.9367164622142,59092.0701050873,0.30883792,0.09732839,0.113379315,0.00368752,-233.96312,6504.2466,136.14453,959.72797,3.3066366,1162.9741,48.930626,383.96625,8.705184,304.61374,13.989511,165.40909,5.3627157,105.51817,0.410189,128.1393,-13.483557,151.98457,16.860369,82.7323,5.134752,114.362495,-2.2307274,77.221436,3.9538214,66.0046,5.3132124,83.296745,0.8079431,101.00323,-1.10039,80.28279,-4.5396314,78.61717,-2.4259493,100.40608,3.324436,119.319336,-0.60584545,143.40132
blues.00023.wav,661794,0.05253749656237439,0.04977730801733288,-2.3218205e-05,0.008701689,-0.000114886316,0.0020992793,184.5703125,1210.1413910383171,131835.54239296715,2521.9827390878772,610051.874210673,1497.6767028673223,51645.138716939684,0.277254,0.09113551,0.1019351,0.003558167,-227.2558,4144.4,137.76518,507.1656,-14.502317,1245.1947,63.57536,210.98933,5.6017485,152.54594,11.988769,93.58656,1.8891488,102.56179,-1.8709356,87.26914,-7.618035,97.516396,-2.4516423,97.63352,-2.8980217,104.15346,-9.433825,87.927345,-10.939208,115.719406,3.5636466,68.92533,4.152738,77.30342,0.09471215,45.212193,-2.9802272,66.850204,-1.3866447,82.508995,7.5348935,93.42404,-3.0437849,74.07117
blues.00024.wav,661794,0.04733194921682578,0.045091635800161615,-1.0099586e-05,0.0065561472,-0.00010250407,0.0017136885,103.359375,1120.166568707164,176332.3094101252,2324.212009226363,1139225.1880237283,1448.1227679043818,53858.88089347125,0.264873,0.10250426,0.08692267,0.0025121507,-274.37683,5920.2183,130.40738,500.41647,-6.357467,1342.9835,70.38822,311.4976,13.269664,230.38287,9.472181,155.52798,7.7330894,121.50666,-1.2365493,150.25732,-0.57098776,94.17127,-2.2971628,68.86658,3.7794154,76.74091,0.085482165,73.516495,-0.936857,126.63781,2.2968419,63.148647,4.2896338,69.60199,-1.6617897,47.883125,-10.439051,49.10369,-6.7934256,39.414467,-1.0635625,44.236256,-1.5890816,83.50596
blues.00025.wav,661794,0.051762330876375426,0.04908299197862006,-6.4227925e-06,0.0067536496,-2.7094804e-06,0.0017114019,92.28515625,1109.3207630441668,138690.14617017072,2243.3167778422276,838253.6529387314,1463.1107858840894,37662.210096830866,0.30267525,0.0931873,0.08916591,0.0031143297,-249.31532,3977.6575,131.00032,338.24554,0.67786974,1578.9688,66.70416,298.38474,17.911272,183.51114,4.623277,173.19873,6.603809,96.41475,1.2421156,98.263176,1.4099408,75.738655,-1.5849273,91.75964,-0.9725386,101.251884,-3.5726154,85.11508,-2.9297996,86.26875,4.5961614,62.419785,7.480731,91.63826,-0.19306444,100.62007,-2.8259156,87.33296,-2.6829553,77.28338,0.7411385,76.024796,-0.5292366,67.64772
blues.00026.wav,661794,0.05203582988059729,0.04932810228923482,-3.4151573e-05,0.008433905,-6.5134656e-05,0.0019195939,83.35433467741936,1198.8570176825056,161946.5555991679,2478.8330644576567,992995.9729777103,1573.3099533109155,84086.36733918168,0.28210393,0.09396311,0.07705383,0.005932036,-284.64056,6202.548,108.80131,675.5429,9.085319,1444.9446,51.198063,296.57825,18.071892,210.83527,7.6021547,181.8869,8.755716,122.01364,2.3540907,103.12947,0.0033672713,93.4578,2.2484953,106.08587,4.1991253,84.31745,-3.283064,97.75062,1.6176828,68.57549,2.679472,74.232735,3.3437948,91.85233,3.2793777,115.848816,-4.5331836,137.81166,0.48806846,105.86488,5.921497,140.58414,3.221571,169.69241
blues.00027.wav,661794,0.07256185459523658,0.06729663185293637,-1.5609443e-05,0.0077454303,-9.109127e-05,0.0015261512,92.28515625,1392.026357292707,200436.55212147828,2811.740048578886,541255.423663085,1494.8775639502583,43463.63186191944,0.29386547,0.09510232,0.09575479,0.0021936449,-228.20984,2813.78,130.32317,689.4209,-23.311424,927.2701,70.20095,397.6454,1.1310546,181.74107,7.584427,154.08311,0.9005107,100.34201,1.9828155,88.28392,-6.164415,61.857975,-9.382748,86.06395,-2.5637798,107.833115,-4.5257525,58.99545,-0.2604644,67.79429,0.17552163,57.042767,-1.522912,79.448074,1.466407,80.517586,-6.979135,65.05795,-8.328394,91.87449,4.236806,119.66019,0.98863906,132.0011
blues.00028.wav,661794,0.04810258177015809,0.04578872339720334,-2.1830413e-06,0.008178832,-3.0100618e-05,0.0026274768,103.359375,1115.5894796268246,105511.55064570518,2290.6881593496228,637990.4068159218,1398.722658897419,52841.206055793205,0.27737376,0.10144833,0.099547915,0.00410349,-248.98882,4960.168,139.05774,397.97247,-16.27087,1165.7609,57.137146,329.1937,20.188509,158.22343,10.186956,133.22313,4.5429106,126.33146,0.331072,118.26378,-7.8745785,69.82373,-3.4545717,68.51031,-2.6574361,79.47989,-2.8329575,66.65289,-0.90465844,95.408035,-2.4093254,55.038513,2.5699363,62.241905,-5.852057,46.437405,-12.404833,55.87028,-7.3133807,37.512794,-0.93787175,48.65181,-2.6867251,86.66318
blues.00029.wav,661794,0.05294850059081829,0.050144956876002386,8.151541e-07,0.016771026,4.546326e-06,0.0013200147,129.19921875,1648.8848322083286,712191.5514923945,3760.300128697796,4159729.928493348,2190.0464211359326,185210.71170193498,0.28865442,0.10343217,0.124684155,0.004813125,-233.72897,3685.9968,101.19028,885.1662,17.647955,375.19736,23.734175,219.077,2.0825465,227.48593,25.936394,135.567,-16.956385,339.19638,15.084952,113.550705,-22.273956,98.33264,4.38161,122.683044,-23.201656,167.3735,-6.050581,81.708855,-5.0679264,80.8433,1.0592693,99.96531,-5.7868643,88.8538,-8.313065,84.22727,-11.382148,98.362144,-6.724383,96.60228,-10.016952,73.97155,-14.028803,77.853615
blues.00030.wav,661794,0.039417099580836334,0.037863391841470764,-1.2276953e-06,0.027218932,5.5102573e-06,0.0015384594,151.99908088235293,1379.0236797531359,550970.5452845568,3015.6143507105567,4573708.286561982,2003.7311331314509,269583.5724164315,0.26886657,0.09731127,0.17000204,0.003192832,-206.93233,2025.0728,117.80414,763.5176,23.241365,281.1403,28.308992,261.2949,-1.126013,194.8025,18.867393,160.91714,-21.973022,212.44698,17.844067,137.30339,-25.595348,200.11937,2.139523,103.07033,-17.782476,73.11466,-8.011028,60.389973,-17.610441,72.830696,-8.119411,85.99083,-8.629657,115.688644,-15.530965,85.75175,-15.322778,78.077255,-9.662423,97.191475,-10.0919695,55.309418,-17.832165,90.98461
blues.00031.wav,661794,0.043007340652831544,0.041157709302802825,3.433338e-07,0.02325026,9.560438e-07,0.0008500973,151.99908088235293,1330.6062681557469,352248.0685721231,2898.630603338892,3709897.5074145617,1973.2623612410227,234481.19141217507,0.2568124,0.098784365,0.15147567,0.0031959515,-221.87302,2512.0298,110.8554,586.3889,18.636082,190.44043,30.92296,180.49846,3.2964358,221.32793,22.585636,100.604965,-20.40369,318.4722,12.121834,114.503334,-26.332514,109.00269,-4.367301,102.22711,-26.395552,128.8599,-13.04718,107.4727,-12.667627,146.42516,-1.8228296,95.050285,-7.255051,110.84827,-6.657476,108.96002,-14.686026,103.15434,-11.712328,115.847,-11.020866,118.50701,-13.38948,98.5409
blues.00032.wav,661794,0.03944580942105852,0.03788983754017606,-9.821364e-08,0.012858706,2.7257445e-06,0.00044528866,143.5546875,1309.7746510229804,756135.7535826616,2765.2346582257833,4686832.922203278,1883.2581499407856,284221.81738430413,0.29949015,0.10498239,0.10122466,0.0039386256,-288.7327,5319.0356,105.90115,829.6179,18.776207,433.78073,23.682646,342.53235,5.6820407,381.52658,25.54894,164.24428,-13.463247,228.21718,12.437668,125.63249,-11.963671,196.29906,1.5746145,132.29857,-15.640524,126.26146,-6.632071,81.745636,-11.693039,102.44064,-2.926763,105.24514,-7.375716,82.07757,-15.693879,54.50831,-10.976883,61.209698,-10.892729,44.982956,-18.505384,55.872993,-19.104548,75.34568
blues.00033.wav,661794,0.042040272350610614,0.040272887851297096,-2.1128865e-06,0.016949391,-1.9929923e-06,0.0009969391,151.99908088235293,1430.6028402421161,700821.2383049505,3246.1678418648494,5567256.17164315,2075.7185500837736,275165.245573354,0.26607758,0.094949,0.13316597,0.0022518067,-238.96988,3230.6921,108.68233,821.1811,34.158817,279.21472,30.20716,302.70737,-0.49822134,237.4868,27.279755,140.72952,-21.377928,286.7237,14.166391,139.31052,-24.509224,117.44081,-1.8904003,179.17099,-28.051817,127.13948,-11.25711,87.63016,-16.457558,90.87678,-7.6354303,78.987305,-12.788069,63.45136,-15.356444,81.95188,-13.739163,141.08138,-7.4004865,68.75155,-10.083456,70.441414,-13.290667,87.91443
blues.00034.wav,661794,0.04577557366793897,0.043680170523310066,-6.1938e-07,0.01684513,2.8180718e-06,0.0017550288,184.5703125,1537.0761619483683,341041.86864132056,3602.40662612384,3714496.0696090115,2157.2970666776923,160985.27818027177,0.2641155,0.10164558,0.13590334,0.003225207,-217.18364,3599.9531,105.78522,533.9498,15.602849,358.40976,25.248842,219.32413,-1.4500507,215.97491,30.19327,117.47158,-17.716623,223.58754,17.319044,126.524956,-27.213606,112.21846,4.338282,177.22545,-20.0573,115.21863,-10.700285,70.826904,-14.228785,105.002716,-5.1557755,83.000084,-3.4822614,101.279076,-6.1949677,66.54191,-15.323164,116.034874,-6.8316145,93.672966,-9.825101,90.79377,-13.942624,92.79744
